area_code,city,state,region,total_calls,unique_leads,bookings,shows,booking_rate_pct,show_rate_pct,engagement_rate_pct
403,Calgary,Canada,Canada,1,1,0.0,0.0,0.0,0.0,100.0
401,Providence,Rhode Island,Rhode Island,1,1,0.0,0.0,0.0,0.0,100.0
352,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
424,Los Angeles,California,California,1,1,0.0,0.0,0.0,0.0,100.0
360,Bellingham,Washington,Washington,1,1,0.0,0.0,0.0,0.0,0.0
377,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
385,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
915,El Paso,Texas,Texas-Other,1,1,0.0,0.0,0.0,0.0,100.0
952,Minneapolis,Minnesota,Minnesota,1,1,0.0,0.0,0.0,0.0,100.0
475,Bridgeport,Connecticut,Connecticut,1,1,0.0,0.0,0.0,0.0,0.0
804,Richmond,Virginia,Virginia,1,1,0.0,0.0,0.0,0.0,0.0
575,Roswell,New Mexico,New Mexico,1,1,0.0,0.0,0.0,0.0,0.0
548,Ontario,Canada,Canada,1,1,0.0,0.0,0.0,0.0,0.0
551,Jersey City,New Jersey,New Jersey,1,1,0.0,0.0,0.0,0.0,100.0
787,San Juan,Puerto Rico,Puerto Rico,1,1,0.0,0.0,0.0,0.0,0.0
252,Rocky Mount,North Carolina,North Carolina,1,1,0.0,0.0,0.0,0.0,100.0
769,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
747,Los Angeles,California,California,1,1,0.0,0.0,0.0,0.0,100.0
737,Austin,Texas,Texas-Other,1,1,0.0,0.0,0.0,0.0,100.0
726,San Antonio,Texas,Texas-Other,1,1,0.0,0.0,0.0,0.0,100.0
724,Pittsburgh,Pennsylvania,Pennsylvania,1,1,0.0,0.0,0.0,0.0,100.0
845,Poughkeepsie,New York,New York,1,1,0.0,0.0,0.0,0.0,0.0
712,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
707,Santa Rosa,California,California,1,1,0.0,0.0,0.0,0.0,100.0
262,Racine,Wisconsin,Wisconsin,1,1,0.0,0.0,0.0,0.0,100.0
862,Newark,New Jersey,New Jersey,1,1,0.0,0.0,0.0,0.0,100.0
651,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
864,Greenville,South Carolina,South Carolina,1,1,0.0,0.0,0.0,0.0,100.0
872,Chicago,Illinois,Illinois,1,1,0.0,0.0,0.0,0.0,100.0
304,Charleston,West Virginia,West Virginia,1,1,0.0,0.0,0.0,0.0,100.0
307,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
224,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
902,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
309,Peoria,Illinois,Illinois,1,1,0.0,0.0,0.0,0.0,100.0
608,Madison,Wisconsin,Wisconsin,1,1,0.0,0.0,0.0,0.0,100.0
183,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
805,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
563,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,100.0
559,Fresno,California,California,1,1,0.0,0.0,0.0,0.0,100.0
084,Other,Other,Other,1,1,0.0,0.0,0.0,0.0,0.0
